name,marla,area_sqft,floor_number,total_floors,built_year,address,description,floor,floors_in_building,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,price,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms
"4 BHK Askari 10, Askari, Lahore, Punjab",12.0,3267.0,4.0,9.0,2025.0,"Askari 10, Askari, Lahore, Punjab","Brand New 12 Marla 4 Bedroom Spacious & Luxurious House With 7th Floor Open View For Sale! 4 Bedrooms with attached washrooms Drawing and Dinning with powder room Kitchen with Brand new Cupboards A vast Tarace with BBQ Area A Servat quarter At prime location of Askari 10 Walking distance from KFC, MACDONALD'S, CARREFOUR And other outlets Near Beacon House and Bloomfield Hall School Gated Community 24/7 Security 2 mins drive from Airport and Main road",4.0,9.0,4.0,5.0,1.0,1.0,1.0,45300000,Askari 10,100,1,1,1,1,0,0,1,0,0,0
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",13.0,3539.25,,,,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","Askari Property Offers Apartment For Sale In Sector S Askari-10 Well-Constructed 4 Beds With Attached Bath, Fully Tiled & Marble Flooring, Drawing Room, Dining Room, TV/Lounge, Kitchen, Store, Servant Quarter 2 Car Parking Basement, Near To Main Gate Peaceful Environment 24 Hour Security Location Advantage: Peaceful Environment With Easy Access To Schools, Shopping, And Ring Road Ideal For Armed Forces Officers, Corporate Executives, And Families. Askari 10, Lahore Is A Premium Residential Area, Connected To Significant Arteries Of The City, Including Airport Road And Amjad Chaudhry Road. This Community Is Ideal For Everyone Starting From Singletons To Couples And Families. Since The Community Is Carefully Planned And Managed By The Armed Forces Of Pakistan, It Offers All The Modern Amenities To Its Inhabitants. It Is In Proximity To Some Of The Older Areas Such As Walled City Lahore. Other Than That, Society Is Enriched With Lush Green Parks, Shopping Malls, Restaurants, And Other Similar Luxuries. Moreover, The Presence Of Round-The-Clock Security Followed By Secured Entry And Exit Points Enable The Residents To Feel Safe And Protected. Askari 10 Lahore Has In Store Many Facilities And Amenities For Its Residents. Firstly, There Are Numerous Massive Power Generators Installed In The Society To Meet The Power Consumption Needs Of Its Dwellers During Power Outages. Other Than That, When It Comes To The Availability Of Recreational Spaces, Residents Can Relish Morning Jogs Or Late Night Strolls In The Parks Located Within The Community Including Askari Sector C Park In Sector C, Askari Sector D Park In Sector D, Block D, And Askari X Sector E Park In Sector E, Block E Of Askari 10. Furthermore, Movie Enthusiasts Can Find Numerous Cinemas Operating Near Askari 10, Lahore, Including Cinestar In Xinhua Mall, Cinepax In Fortress Mall, And DHA Cinema In Sector R Of DHA Phase 2. Moreover, The Society Organises Several Events Including Auto Shows, Independence Day And New Year Celebrations, And Ramadan And Eid Activities. Moreover, Dwellers Can Also Host Small Parties Such As Birthdays Of Children In The Parks Available Within The Community. Residents From Al Rehman Garden And Even Lahore Jail Road Are Eager To Attend The Social Activities Despite The Distance. Call For More Detail",,,4.0,5.0,1.0,1.0,1.0,42500000,Askari 10,75,1,1,1,1,0,0,1,0,0,0
"4 BHK Askari 10, Askari, Lahore, Punjab",13.5,3675.375,7.0,9.0,2026.0,"Askari 10, Askari, Lahore, Punjab","Brand New 13.5 Marla 4 Bedroom Spacious & Luxurious Flat For Sale! 4 Bedrooms with attached washrooms Drawing and Dinning with powder room Kitchen with Brand new Cupboards Open View with Greenery A Servat quarter At prime location of Askari 10 Walking distance from KFC, MACDONALD'S, CARREFOUR And other outlets Near Beacon House and Bloomfield Hall School Gated Community 24/7 Security 2 mins drive from Airport and Main road",7.0,9.0,4.0,5.0,1.0,1.0,1.0,44200000,Askari 10,106,1,1,1,1,0,0,1,0,1,0
"3 BHK Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab",10.0,2722.5,,,2022.0,"Askari 11 - Sector B, Askari 11, Askari, Lahore, Punjab","Park-Facing Apartment for Sale in Askari 11, Perfect Blend of Comfort & Location! Presented by Nussrat Estate Looking for a serene, spacious, and secure home in Lahore? This beautifully maintained 11 Marla apartment in the heart of Askari 11 Sector D offers everything you need for upscale living or a solid investment opportunity. Apartment Features: 3 Bedrooms with Attached Tiled Bathrooms Bright TV Lounge + Separate Dining Area Fully Equipped Modern Kitchen Laundry Area & Store Room Servant Quarter with Attached Bath 2 Dedicated Covered Parking Space Prime Location Benefits: Facing a lush park with open views, excellent ventilation, and natural light. Just a short walk from: McDonald's, Gloria Jeans, Jalal Sons Askari & Faysal Banks NGS & Roots International Schools Subway, Pharmacy, Beauty Salon, Iron Box Gym, Auto Services & More Why This Apartment? (ideal for families & elderly residents) Park-facing unit with peaceful surroundings Gated community with 24/7 security Excellent rental and resale potential Deal Highlights: Direct & Transparent Deal Owner Meeting Available on Request Contact Nussrat Estate Today to schedule your visit or get more details. Opportunities like this don't last your dream apartment awaits!",,,3.0,4.0,1.0,1.0,1.0,32500000,Askari 11,57,1,1,1,1,1,1,1,1,1,0
"4 BHK Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab",12.0,3267.0,,,2025.0,"Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab","12 marla,4bed, brand new 5th floor open view . This property in Askari 11 - Sector B Apartments can be a good selection to cater to your needs. Make your lifestyle dreams come true in Lahore. We can help you buy this property. The Flat comes with excellent features with a reasonable Rs View Contact Detail Marla property is ideal for residential or commercial use. The salient features of this property are given below. You don't have to worry about finding an ATM machine, as it is located near the Flat. In summers, you can enjoy your tea inside with central air-conditioning in the Flat. You can pray peacefully in a spacious prayer room that is part of the Flat. The drawing room in this house lets you entertain your guests in a neat and beautiful space. Professional security services at all times ensure the Flat stays well-protected. The building service elevators ensure there is no delay in the passenger elevators due to luggage. A shared space is important for family bonding and the central lounge that comes with this Flat is perfect for that.",,,6.0,7.0,2.0,2.0,2.0,46500000,Askari 11,109,1,1,1,1,1,1,1,0,1,1
"3 BHK Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",10.0,2722.5,,5.0,,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab","Flat For Sale in Sector-F, Askari-10, Lahore Cantt. 10 Marla 3-Bedroom Flat Drawing Dining Tv Lounge Kitchen Servant Quarter Address: Property Point, Office No. 17, Sector-E, Askari-10, Lahore Cantt.",,5.0,3.0,3.0,1.0,1.0,1.0,34000000,Askari 10,84,1,1,1,0,0,0,0,0,0,1
"3 BHK Askari 11 - Sector D, Askari 11, Askari, Lahore, Punjab",10.0,2722.5,2.0,8.0,2025.0,"Askari 11 - Sector D, Askari 11, Askari, Lahore, Punjab","10 Marla Brand New Flat Available For Sale. Open And Lake View with All living Facilities. Design 3 Bedroom,3 Bathroom,1 kitchen,Tv Loung,Drawing Room,Dining Room,And Laundry. Call Feel Free For More Info.",2.0,8.0,3.0,3.0,1.0,2.0,1.0,41000000,Askari 11,127,1,1,1,1,1,1,1,1,1,0
"3 BHK Askari 11 - Sector D, Askari 11, Askari, Lahore, Punjab",10.1,2749.725,,,,"Askari 11 - Sector D, Askari 11, Askari, Lahore, Punjab","Park-Facing Apartment for Sale in Askari 11, Perfect Blend of Comfort & Location! Presented by Nussrat Estate Looking for a serene, spacious, and secure home in Lahore? This beautifully maintained 11 Marla apartment in the heart of Askari 11 Sector D offers everything you need for upscale living or a solid investment opportunity. Apartment Features: 3 Bedrooms with Attached Tiled Bathrooms Bright TV Lounge + Separate Dining Area Fully Equipped Modern Kitchen Laundry Area & Store Room Servant Quarter with Attached Bath 2 Dedicated Covered Parking Space Prime Location Benefits: Facing a lush park with open views, excellent ventilation, and natural light. Just a short walk from: McDonald's, Gloria Jeans, Jalal Sons Askari & Faysal Banks NGS & Roots International Schools Subway, Pharmacy, Beauty Salon, Iron Box Gym, Auto Services & More Why This Apartment? (ideal for families & elderly residents) Park-facing unit with peaceful surroundings Gated community with 24/7 security Excellent rental and resale potential Deal Highlights: Direct & Transparent Deal Owner Meeting Available on Request Contact Nussrat Estate Today to schedule your visit or get more details. Opportunities like this don't last your dream apartment awaits!",,,3.0,3.0,1.0,1.0,1.0,38500000,Askari 11,68,1,1,1,1,0,0,0,0,0,0
"4 BHK Askari 11, Askari, Lahore, Punjab",13.0,3539.25,1.0,8.0,2020.0,"Askari 11, Askari, Lahore, Punjab",Special Building separate security system Special Fire Alarm System Special System to Stop Automatically Fire 12 Marla 4 Bed Flat For Sale brand New 4nd Floor brand New Flat For Sale one Of The Best Living Area In Lahore 4 Bed Rooms With Attach Washrooms 1 Kitchen 1 Store Room 1 Servant Quarter 1 T. V Lounge 1 Drawing Room 1 Dining Room washing Area Facing Park beautiful Location In Askari Flats for More Details Please Contact Us View Contact Detail,1.0,8.0,4.0,5.0,1.0,1.0,1.0,42500000,Askari 11,137,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab",11.0,2994.75,,,2023.0,"Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab","We are Offering : 3 Beds Brand New 11 Marla Ideal Location Apartment for Sale in Sector B Askari 11 Lahore. it Includes: 3 Beds 4 Bath Kitchen TV Lounge Drawing / Dinning Store Room Powder Room Laundry Room Servant Room Nearby Shopping Malls, Restaurants School , Hospital , Banks Nearby Ring Road and Allama Iqbal International Airport All other Facilities are Available here. More Detail Call us Now",,,3.0,4.0,1.0,1.0,1.0,31000000,Askari 11,121,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 11 - Sector D, Askari 11, Askari, Lahore, Punjab",10.0,2722.5,,,2024.0,"Askari 11 - Sector D, Askari 11, Askari, Lahore, Punjab","Park-Facing 2nd Floor Apartment for Sale in Askari 11, Sector D A Perfect Blend of Comfort & Location! Presented by Saqib Real Estate Looking for a serene, spacious, and secure home in Lahore? This beautifully maintained 10 Marla ground-floor apartment in the heart of Askari 11 Sector D offers everything you need for upscale living or a solid investment opportunity. Apartment Features: 3 Bedrooms with Attached Tiled Bathrooms Bright TV Lounge + Separate Dining Area Fully Equipped Modern Kitchen Laundry Area & Store Room Servant Quarter with Attached Bath 1 Dedicated Covered Parking Space Prime Location Benefits: Facing a lush park with open views, excellent ventilation, and natural light. Just a short walk from: McDonald's, Gloria Jeans, Jalal Sons Askari & Faysal Banks NGS & Roots International Schools Subway, Pharmacy, Beauty Salon, Iron Box Gym, Auto Services & More Why This Apartment? Ground floor (ideal for families & elderly residents) Park-facing unit with peaceful surroundings Gated community with 24/7 security Excellent rental and resale potential Deal Highlights: Direct & Transparent Deal Owner Meeting Available on Request Contact Saqib Real Estate Today to schedule your visit or get more details. Opportunities like this don't last your dream apartment awaits!",,,3.0,4.0,1.0,1.0,1.0,39500000,Askari 11,114,1,1,1,1,1,1,1,0,1,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.0,3267.0,3.0,9.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",brand new open view 4 bedrooms 4 baths 1 powder room 1 drawing room dining and t. v lounge 1 kitchen 1 store room laundry area 1 servant quarter BAR B Q area sitting area fall cilling media wall shower cabin also installed in baths & all bedrooms with attach terrace a huge front terrace near to mosque park market filtration plant facilitation centre KFC carefore jalal sons MCDONALD kitchen cosine,3.0,9.0,4.0,5.0,1.0,1.0,1.0,44000000,Askari 10,124,1,1,1,1,0,0,1,0,0,0
"3 BHK Askari 11 - Sector D, Askari 11, Askari, Lahore, Punjab",10.0,2722.5,7.0,9.0,2024.0,"Askari 11 - Sector D, Askari 11, Askari, Lahore, Punjab",Sector D Near To : 2 Side Facing Park Commercial Area Schools Jalal Sons Gloria Jeans Cafe McDonald Interested Client Contact Nusrat Estate Askari 10 Lahore,7.0,9.0,3.0,3.0,1.0,1.0,1.0,37000000,Askari 11,126,1,0,1,1,0,0,0,0,0,1
"2 BHK Askari 11 - Sector A, Askari 11, Askari, Lahore, Punjab",5.0,1361.25,,,,"Askari 11 - Sector A, Askari 11, Askari, Lahore, Punjab","Fully Furnished 2 Bed Modern Apartment Available For Sale in Askari 11 Sector A Features: 2nd Floor Modern Apartment 2 Bedrooms with Attached Baths Drawing & Dining Room TV Lounge 1 Beautiful Proper Kitchen 1 Store Room Tiles & Wooden Flooring Solid Woods Doors Beautiful False Ceiling Design in House 1 Cars Parking Easy Access From Ring Road Near To Parks, Masjid, Schools and Commercial Zone For More Information Contact Us.",,,2.0,2.0,1.0,,1.0,21000000,Askari 11,92,0,1,1,0,0,0,0,0,0,0
"3 BHK Askari 11, Askari, Lahore, Punjab",18.0,4900.5,6.0,8.0,2023.0,"Askari 11, Askari, Lahore, Punjab","03 Bed Apartment 3Bed 1Kitchen Drawing , Dining & Tv Lounge Spacious Store Servant Room With Bath Near To : Commercial Area Schools Jalal Sons Gloria Jeans Cafe McDonald Interested Client Contact M Afaq Alif Meem Estate",6.0,8.0,3.0,4.0,1.0,1.0,1.0,33500000,Askari 11,124,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 11, Askari, Lahore, Punjab",10.0,2722.5,6.0,8.0,2025.0,"Askari 11, Askari, Lahore, Punjab","03 Bed Apartment 3Bed 1Kitchen Drawing , Dining & Tv Lounge Spacious Store Servant Room With Bath Near To : Commercial Area Schools Jalal Sons Gloria Jeans Cafe McDonald Interested Client Contact Alif Meem Estate",6.0,8.0,3.0,4.0,1.0,1.0,1.0,40500000,Askari 11,137,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab",10.0,2722.5,2.0,8.0,2026.0,"Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab",Home property offerd you A beautiful brand new with Basement Car Parking Flat For Sale 3 Bedrooms 3 Bathrooms 1 kitchen Tv lounge Drawing And Dining Room And Laundry All Facilities Near by Contact With Feel Free.,2.0,8.0,3.0,3.0,1.0,1.0,1.0,35000000,Askari 11,106,1,1,1,1,0,0,1,0,0,0
